type_approval,country,source,confidence,evidence,generation,item,ta_pdf,issuer_prefix,issuer_authority,issuer_country,issuer_check,issuer_expected,issuer_table_source,issuer_note,issuer_authority_raw
e4-0033-01,Norway,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Norway JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Norway JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0033-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e5-0002-13,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev G Configurable as Transitional VU or VU with full OSNMA functionality SW release: 2525 JRC_DTLab/A2-175/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-13.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e5-1004-03,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,M1N1-Adaptor N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5_1004_03.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,TSV 2025-8441 EU TYPE
e1-00026-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,M1N1-Adapter Generation 2 N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-00026-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e5-0002-12,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev F Configurable as Transitional VU or VU with full OSNMA functionality SW release: 2424 JRC_DTLab/A2-175/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-12.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e4-AETR-0007-00,Uzbekistan,JRC-Kartenname,belegt,Card - Tachograph G1 cards for Uzbekistan Thales Digital Tachograph G1 v1.6 [Version 2.2.1.N] JRC DTLab/A3-156/2023,G1,Card - Tachograph G1 cards for Uzbekistan Thales Digital Tachograph G1 v1.6 [Version 2.2.1.N] JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-AETR-0007-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e4-0043-00,Estonia,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Estonia NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,G2.2,Card - Tachograph G2V2 cards for Estonia NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0043-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulatton & Admission Ref. Ares(2025)2274443 - 20/03/2025 THE NETHERLANDS
e1-84-09,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,VU - DTC1381 Release 4.1a Configurable as Transitional VU or VU with full OSNMA functionality SW release 04.01.40 JRC_DTLab/A1-177/2025,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-84-09.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e4-AETR-0005-00,Moldova,JRC-Kartenname,belegt,Card - Tachograph G1 v1.6 cards for Moldova JRC DTLab/A3-156/2023,G1,Card - Tachograph G1 v1.6 cards for Moldova JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-AETR-0005-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e4-0041-01,Estonia,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Estonia NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,G2.2,Card - Tachograph G2V2 cards for Estonia NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0041-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW
e4-0029-01,Sweden,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Sweden issued by Transportstyrelsen JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Sweden issued by Transportstyrelsen JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0029-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e4-0042-01,Finland,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Finland NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,G2.2,Card - Tachograph G2V2 cards for Finland NTS Smart Tachograph Card G2V2 JRC_DTLab/A5-153/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0042-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW
e1-84-27,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G1,VU - DTC1381 Release 3.0b N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-84-27.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt / Federal Motor Transport Authority
e5-0002-11,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev E Transitional VU SW release: 1619 JRC_DTLab/A2-162/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-11.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e5-0002-10,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev. D Transitional VU SW release: 1619 JRC_DTLab/A2-162/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-10.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e4-AETR-0004-01,North Macedonia,JRC-Kartenname,belegt,Card - Tachograph G1 v1.5 AETR cards for North Macedonia JRC_DTLab/A3-152/2022,G1,Card - Tachograph G1 v1.5 AETR cards for North Macedonia JRC_DTLab/A3-152/2022,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-AETR-0004-01.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e1-0010-02,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - Tacho2 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0010-02.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e5-2000-00,Lithuania,JRC-Kartenname,belegt,Card - Thales Smart Tachograph G2V2 for Lithuania GZV2 v2.2.1.N on IFX-CCI_000039H JRC DTLab/A3-156/2023,G2.2,Card - Thales Smart Tachograph G2V2 for Lithuania GZV2 v2.2.1.N on IFX-CCI_000039H JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-2000-00.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish TransPort AgencY
e1-0001-04,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,M1N1-Adapter N/A,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0001-04.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e5-0002_09,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev. C Transitional VU SW release: 1214 JRC_DTLab/A2-162/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002-09.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e1-0011-02,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - Tacho2B N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0011-02.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e1-00023-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - DTJ001 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-00023-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e1-00024-00,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.2,Paper - DTM001 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-00024-00.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt À DE-24932 Flensburg
e26-20-1,Slovenia,Ausstellerbehoerde,Annahme,Ministrstvo za infrastrukturo,G2.2,Card - CETIS Smart Tachograph G2V2AL JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e26-20-1.pdf,Slovenia,Ministrstvo za infrastrukturo,Slovenia,bestaetigt,AVP - Javna agencija RS za varnost prometa,Bescheid,Ministrstvo za infrastrukturo,"Republika Slovenija, Ministrstvo za infrastrukturo"
e13-0003-00,Luxembourg,Ausstellerbehoerde,Annahme,SNCH - Société Nationale de Certification et d'Homologation,G2.2,Card - TachoDrive v4 - SAAAAR code OS 09 33 64 and SAAAAR jPatch codes: 099441 and 099E21 JRC_DTLab/30-172/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e13-0003-00.pdf,Luxembourg,SNCH - Société Nationale de Certification et d'Homologation,Luxembourg,bestaetigt,SNCH - Société Nationale de Certification et d'Homologation,Bescheid,,SOCIÉTÉ NATIONALE DE
e5-0002_08,Sweden,Ausstellerbehoerde,Annahme,Transportstyrelsen - Swedish Transport Agency,G2.2,VU - SE5000-8.1 Rev. B Transitional VU SW release: 1214 JRC_DTLab/A2-162/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e5-0002_08.pdf,Sweden,Transportstyrelsen - Swedish Transport Agency,Sweden,bestaetigt,Transportstyrelsen - Swedish Transport Agency,Bescheid,,Swedish Transport Agency
e26-2387-04,Slovenia,Ausstellerbehoerde,Annahme,Ministrstvo za infrastrukturo,G2.2,Card - Smart Tachograph G2V2 JRC_DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e26-2387-04.pdf,Slovenia,Ministrstvo za infrastrukturo,Slovenia,bestaetigt,AVP - Javna agencija RS za varnost prometa,Bescheid,Ministrstvo za infrastrukturo,"Republika Slovenija, Ministrstvo za infrastrukturo"
e13-0002-00,Luxembourg,Ausstellerbehoerde,Annahme,SNCH - Société Nationale de Certification et d'Homologation,G2.2,Card - TachoDrive v4 JRC_DTLab/30-160/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e13-0002-00.pdf,Luxembourg,SNCH - Société Nationale de Certification et d'Homologation,Luxembourg,bestaetigt,SNCH - Société Nationale de Certification et d'Homologation,Bescheid,,SOCIÉTÉ NATIONALE DE
e2-50,Latvia,JRC-Kartenname,belegt,Card - Carte Tachygraphique G2V x Latvia JRC_DTLab/A3-156/50-159/2023,G2.2,Card - Carte Tachygraphique G2V x Latvia JRC_DTLab/A3-156/50-159/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e2-50.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e2-49,Malta,JRC-Kartenname,belegt,Card - Carte Tachygraphique G2V2 x Malta JRC_DTLab/A3-156/50-159/2023,G2.2,Card - Carte Tachygraphique G2V2 x Malta JRC_DTLab/A3-156/50-159/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e2-49.pdf,France,DGE / Préfecture du Nord - Ministère de l'économie et des finances,France,bestaetigt,Préfet du Nord / CNRV / DREAL,Bescheid,Ministère de l'économie et des finances (DGE) - Préfecture du Nord,"Ministère de l'économie, des finances et de la souveraineté"
e4-0041-00,Estonia,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Estonia JRC DTLab/A5-153/2023,G2.2,Card - Tachograph G2V2 cards for Estonia JRC DTLab/A5-153/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0041-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE N E THEREAMDS
e1_84_07-Korr01,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.1,VU - DTC1381 JRC_DTLab/A1-139/2021,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1_84_07-Korr01.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e4-0028-00,Slovakia,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Slovakia JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Slovakia JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0028-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE ΝΕΤΗ ľHLANDS
e9-0007-00,Spain,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Spain JRC_DTLab/A5-153/2023,G2.2,Card - Tachograph G2V2 cards for Spain JRC_DTLab/A5-153/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e9-0007-00.pdf,Spain,MINCOTUR - Ministerio de Industria y Turismo,Spain,bestaetigt,MINCOTUR - Ministerio de Industria y Turismo,Bescheid,,"DIRECCIÓN GENERAL DE INDUSTRIA Y DE LA PEQUEÑA Y MINISTERIO MEDIANA EMPRESA DE INDUSTRIA, COMERCIO Y TURISMO Subdirecció"
e4-0032-00,Ireland,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Ireland JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Ireland JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0032-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,; RDW
e4-0033-00,Norway,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Norway JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Norway JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0033-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
e1-0002-06,Germany,Ausstellerbehoerde,Annahme,KBA - Kraftfahrt-Bundesamt,G2.1,MS - 2185 N.A.,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e1-0002-06.pdf,Germany,KBA - Kraftfahrt-Bundesamt,Germany,bestaetigt,KBA - Kraftfahrt-Bundesamt,Bescheid,,Kraftfahrt-Bundesamt DE-24932 Flensburg
e4-0026-00,Finland,JRC-Kartenname,belegt,Card - Tachograph G2V2 cards for Finland JRC DTLab/A3-156/2023,G2.2,Card - Tachograph G2V2 cards for Finland JRC DTLab/A3-156/2023,https://dtc.jrc.ec.europa.eu/PDF_OtherCertificates/e4-0026-00.pdf,Netherlands,RDW - Rijksdienst voor het Wegverkeer,Netherlands,bestaetigt,RDW - Rijksdienst voor het Wegverkeer,Bescheid,,RDW Division Vehicle Regulation & Admission THE NETHERLANDS
